cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,activo
245,Felipe,Silva,felipe.silva245@mail.cl,F,2025-09-21,RM,Chile,55.0,2459406.0,False
246,María,González,maría.gonzález246@mail.cl,Masculino,2026-01-11,Valparaíso,Chile,67.0,528625.0,True
247,Francisca,Silva,francisca.silva247@mail.cl,Masculino,2025-03-17,RM,Chile,42.0,,False
248,Juan,González,juan.gonzález248@mail.cl,Masculino,2026-01-14,RM,Chile,22.0,658056.0,False
249,Constanza,Araya,constanza.araya249@mail.cl,F,2026-01-06,RM,Chile,50.0,1228744.0,True
250,Rodrigo,Martínez,rodrigo.martínez250@mail.cl,M,2025-11-20,Valparaíso,Chile,55.0,2102029.0,False
251,Valentina,Rojas,valentina.rojas251@mail.cl,F,2026-01-13,Biobío,Chile,36.0,1566348.0,True
252,Juan,Silva,juan.silva252@mail.cl,F,2025-03-30,RM,Chile,18.0,1576299.0,False
253,Felipe,Valenzuela,felipe.valenzuela253@mail.cl,M,2025-04-03,Coquimbo,Chile,66.0,1688575.0,True
254,Pedro,Araya,pedro.araya254@mail.cl,F,2025-12-21,RM,Chile,31.0,2002025.0,False
255,Constanza,Martínez,constanza.martínez255@mail.cl,Masculino,2025-11-24,Coquimbo,Chile,23.0,1247419.0,True
256,Rodrigo,López,rodrigo.lópez256@mail.cl,M,2025-10-31,Coquimbo,Chile,61.0,1071107.0,True
257,Andrés,Contreras,andrés.contreras257@mail.cl,F,2025-12-30,Araucanía,Chile,62.0,1048884.0,True
258,Andrés,Contreras,andrés.contreras258@mail.cl,Femenino,2025-05-04,Araucanía,Chile,53.0,1688554.0,True
259,Camila,Pérez,camila.pérez259@mail.cl,M,2025-10-17,RM,Chile,21.0,2342159.0,True
260,Camila,Espinoza,camila.espinoza260@mail.cl,Masculino,2026-01-28,Coquimbo,Chile,33.0,1663369.0,False
261,Constanza,Muñoz,constanza.muñoz261@mail.cl,F,2025-05-12,Biobío,Chile,47.0,1254950.0,True
262,Carolina,López,carolina.lópez262@mail.cl,Masculino,2025-03-12,RM,Chile,66.0,2293961.0,True
263,Francisca,Silva,francisca.silva263@mail.cl,Femenino,2025-09-20,Biobío,Chile,61.0,2406039.0,True
264,Francisca,Valenzuela,francisca.valenzuela264@mail.cl,Masculino,2026-02-06,Biobío,Chile,39.0,,True
265,Francisca,Martínez,francisca.martínez265@mail.cl,Masculino,2025-05-01,Biobío,Chile,25.0,2275767.0,False
266,Juan,López,juan.lópez266@mail.cl,Masculino,2025-02-19,Valparaíso,Chile,53.0,2211163.0,True
267,Francisca,Martínez,francisca.martínez267@mail.cl,F,2025-08-30,RM,Chile,66.0,746242.0,False
268,María,González,maría.gonzález268@mail.cl,Masculino,2025-05-30,RM,Chile,32.0,1641154.0,False
269,Felipe,Morales,felipe.morales269@mail.cl,F,2025-03-18,Coquimbo,Chile,42.0,1042015.0,True
270,Felipe,Pérez,felipe.pérez270@mail.cl,F,2025-05-05,Valparaíso,Chile,66.0,1342186.0,True
271,Daniela,Araya,daniela.araya271@mail.cl,F,2025-08-06,RM,Chile,49.0,1508806.0,True
272,Constanza,Díaz,constanza.díaz272@mail.cl,Femenino,2025-06-13,RM,Chile,25.0,1603200.0,True
273,Valentina,Martínez,valentina.martínez273@mail.cl,Masculino,2025-02-18,Biobío,Chile,22.0,961227.0,True
274,Diego,Silva,diego.silva274@mail.cl,F,2025-03-08,Coquimbo,Chile,20.0,2146933.0,False
275,María,Contreras,maría.contreras275@mail.cl,Femenino,2025-07-28,Araucanía,Chile,40.0,2054205.0,False
276,Daniela,Soto,daniela.soto276@mail.cl,Femenino,2025-11-29,Valparaíso,Chile,64.0,1574168.0,True
277,Francisca,Espinoza,francisca.espinoza277@mail.cl,F,2025-01-12,RM,Chile,29.0,,False
278,Pedro,Espinoza,pedro.espinoza278@mail.cl,M,2025-04-25,RM,Chile,22.0,2062579.0,False
279,Daniela,Araya,daniela.araya279@mail.cl,M,2026-01-21,RM,Chile,39.0,1604849.0,False
280,Felipe,González,felipe.gonzález280@mail.cl,M,2026-01-06,RM,Chile,31.0,2482243.0,True
281,Felipe,Muñoz,felipe.muñoz281@mail.cl,M,2025-12-07,RM,Chile,26.0,2419424.0,True
282,Pedro,Díaz,pedro.díaz282@mail.cl,F,2025-07-15,Antofagasta,Chile,23.0,2418370.0,False
283,Andrés,Valenzuela,andrés.valenzuela283@mail.cl,F,2025-09-01,RM,Chile,64.0,1385296.0,False
284,Valentina,Muñoz,valentina.muñoz284@mail.cl,M,2025-08-04,Coquimbo,Chile,31.0,,True
285,Felipe,Díaz,felipe.díaz285@mail.cl,F,2025-06-12,RM,Chile,19.0,2203377.0,False
286,Camila,Muñoz,camila.muñoz286@mail.cl,Femenino,2026-01-02,RM,Chile,50.0,2191811.0,True
287,Constanza,González,constanza.gonzález287@mail.cl,F,2026-01-14,RM,Chile,20.0,1190658.0,True
288,Valentina,Martínez,valentina.martínez288@mail.cl,M,2025-01-25,RM,Chile,62.0,1415387.0,False
289,Carolina,Flores,carolina.flores289@mail.cl,Masculino,2025-05-26,RM,Chile,23.0,1928127.0,True
290,Andrés,Espinoza,andrés.espinoza290@mail.cl,F,2025-10-14,RM,Chile,36.0,,False
291,Sebastián,Muñoz,sebastián.muñoz291@mail.cl,F,2026-01-29,Valparaíso,Chile,32.0,1704680.0,True
292,Pedro,Martínez,pedro.martínez292@mail.cl,Masculino,2025-06-05,RM,Chile,68.0,637478.0,False
293,Carolina,González,carolina.gonzález293@mail.cl,Femenino,2025-02-09,Biobío,Chile,56.0,927387.0,False
294,Rodrigo,Díaz,rodrigo.díaz294@mail.cl,Femenino,2025-08-19,Valparaíso,Chile,54.0,2105235.0,True
295,Constanza,Flores,constanza.flores295@mail.cl,Masculino,2025-04-02,Coquimbo,Chile,24.0,1427460.0,True
296,Valentina,Pérez,valentina.pérez296@mail.cl,F,2025-03-03,Coquimbo,Chile,55.0,704366.0,True
297,Francisca,Contreras,francisca.contreras297@mail.cl,F,2025-03-06,RM,Chile,43.0,2185996.0,True
298,Diego,Muñoz,diego.muñoz298@mail.cl,M,2026-01-04,RM,Chile,66.0,963547.0,True
299,Diego,Díaz,diego.díaz299@mail.cl,Femenino,2025-10-09,RM,Chile,51.0,2463571.0,False
300,Carolina,Muñoz,carolina.muñoz300@mail.cl,Femenino,2026-01-29,RM,Chile,55.0,1805129.0,True
252,Juan,Silva,juan.silva252@mail.cl,F,2025-03-30,RM,Chile,18.0,1576299.0,False
68,Pedro,Martínez,pedro.martínez68@mail.cl,F,2026-01-30,Coquimbo,Chile,42.0,1468021.0,True
247,Francisca,Silva,francisca.silva247@mail.cl,Masculino,2025-03-17,RM,Chile,42.0,,False
62,Andrés,Pérez,andrés.pérez62@mail.cl,Femenino,2025-06-17,Antofagasta,Chile,61.0,651836.0,True
43,Diego,Contreras,diego.contreras43@mail.cl,M,2025-05-08,,Chile,59.0,1013758.0,False
